Last login: Mon Apr  4 15:33:13 on ttys000
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_list: Collection pre-processed.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_list: Starting to migrate newly inserted records.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Glad to see this database again!
2022-04-01 19:30:00 WARNING  mongo_s3_support_DMS_support_tickets_rating: Partition_col not specified. Making partition using _id.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Glad to see this database again!
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Collection pre-processed.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Starting to migrate newly inserted records.
2022-04-01 19:30:00 WARNING  mongo_s3_support_DMS_support_forms: Partition_col not specified. Making partition using _id.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_items: Glad to see this database again!
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Collection pre-processed.
2022-04-01 19:30:00 WARNING  mongo_s3_support_DMS_support_items: Partition_col not specified. Making partition using _id.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Starting to migrate newly inserted records.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_items: Collection pre-processed.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_items: Starting to migrate newly inserted records.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Inserting some records created after 2022-03-07 05:15:46+00:00.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Inserting some records created after 2022-03-31 19:30:00+00:00.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Inserting some records created after 2022-03-31 19:23:41+00:00.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_items: Inserting some records created after 2022-03-28 15:36:55+00:00.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_list: Inserting some records created after 2022-01-10 18:08:50+00:00.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Inserting some records created after 2022-03-28 15:37:55+00:00.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Insertions complete.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Insertions completed, starting to update records
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Starting to migrate updations in records.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Insertions complete.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Insertions completed, starting to update records
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Starting to migrate updations in records.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Updating all records updated between 2022-03-31 19:30:00.382000+00:00 and 2022-04-01 19:30:00.251525+00:00
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Updation completed.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_form_items: Syncing operation complete (Both - Insertion and Updation).
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Insertions complete.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Insertions completed, starting to update records
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Starting to migrate updations in records.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_items: Insertions complete.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Updating all records updated between 2022-03-31 19:30:00.427000+00:00 and 2022-04-01 19:30:00.276213+00:00
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_list: Insertions complete.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_items: Insertions completed, starting to update records
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_items: Starting to migrate updations in records.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_list: Insertions completed, starting to update records
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_list: Starting to migrate updations in records.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Updation completed.
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_kafka_log: Syncing operation complete (Both - Insertion and Updation).
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_forms: Updating all records updated between 2022-03-31 19:30:00.426000+00:00 and 2022-04-01 19:30:00.284578+00:00
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_items: Updating all records updated between 2022-03-31 19:30:00.414000+00:00 and 2022-04-01 19:30:00.291373+00:00
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_list: Updating all records updated between 2022-03-31 19:30:00.379000+00:00 and 2022-04-01 19:30:00.277807+00:00
2022-04-01 19:30:00 INFO     mongo_s3_support_DMS_support_tickets_rating: Attempting to insert 76256 bytes.
2022-04-01 19:30:00 INFO     Found credentials in environment variables.
2022-04-01 19:30:01 INFO     mongo_s3_support_DMS_support_form_items: Post processing completed.
2022-04-01 19:30:01 INFO     mongo_s3_support_DMS_support_form_items: Hope to see you again :')
2022-04-01 19:30:01 INFO     mongo_s3_support_DMS_support_kafka_log: Post processing completed.
2022-04-01 19:30:01 INFO     mongo_s3_support_DMS_support_kafka_log: Hope to see you again :')
2022-04-01 19:30:01 INFO     Notification sent successfully.
2022-04-01 19:30:01 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-03 01:00:00 IST)" executed successfully
2022-04-01 19:30:01 INFO     Notification sent successfully.
2022-04-01 19:30:01 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-03 01:00:00 IST)" executed successfully
2022-04-01 19:30:01 INFO     mongo_s3_support_DMS_support_tickets_rating: Inserted 732 records.
2022-04-01 19:30:02 INFO     mongo_s3_support_DMS_support_list: Found 0 updations upto now.
2022-04-01 19:30:02 INFO     mongo_s3_support_DMS_support_list: Updating all records updated between 2022-03-31 19:30:00.379000+00:00 and 2022-04-01 19:30:00.277807+00:00
2022-04-01 19:30:02 INFO     mongo_s3_support_DMS_support_list: Updation completed.
2022-04-01 19:30:02 INFO     mongo_s3_support_DMS_support_list: Syncing operation complete (Both - Insertion and Updation).
2022-04-01 19:30:02 INFO     mongo_s3_support_DMS_support_forms: Found 0 updations upto now.
2022-04-01 19:30:02 INFO     mongo_s3_support_DMS_support_forms: Updating all records updated between 2022-03-31 19:30:00.426000+00:00 and 2022-04-01 19:30:00.284578+00:00
2022-04-01 19:30:02 INFO     mongo_s3_support_DMS_support_forms: Updation completed.
2022-04-01 19:30:02 INFO     mongo_s3_support_DMS_support_forms: Syncing operation complete (Both - Insertion and Updation).
2022-04-01 19:30:02 INFO     mongo_s3_support_DMS_support_list: Post processing completed.
2022-04-01 19:30:02 INFO     mongo_s3_support_DMS_support_list: Hope to see you again :')
2022-04-01 19:30:02 INFO     Notification sent successfully.
2022-04-01 19:30:02 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-03 01:00:00 IST)" executed successfully
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Inserting some records created after 2022-04-01 19:24:39+00:00.
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Insertions complete.
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Insertions completed, starting to update records
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Starting to migrate updations in records.
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Updating all records updated between 2022-03-31 19:30:00.397000+00:00 and 2022-04-01 19:30:00.282440+00:00
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_forms: Post processing completed.
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_forms: Hope to see you again :')
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Updation completed.
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Syncing operation complete (Both - Insertion and Updation).
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_items: Found 0 updations upto now.
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_items: Updating all records updated between 2022-03-31 19:30:00.414000+00:00 and 2022-04-01 19:30:00.291373+00:00
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_items: Updation completed.
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_items: Syncing operation complete (Both - Insertion and Updation).
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Post processing completed.
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_tickets_rating: Hope to see you again :')
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_items: Post processing completed.
2022-04-01 19:30:03 INFO     mongo_s3_support_DMS_support_items: Hope to see you again :')
2022-04-01 19:30:03 INFO     Notification sent successfully.
2022-04-01 19:30:03 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-03 01:00:00 IST)" executed successfully
2022-04-01 19:30:03 INFO     Notification sent successfully.
2022-04-01 19:30:03 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-03 01:00:00 IST)" executed successfully
2022-04-01 19:30:03 INFO     Notification sent successfully.
2022-04-01 19:30:03 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='0', second='0'], next run at: 2022-04-03 01:00:00 IST)" executed successfully
2022-04-01 19:35:00 INFO     Running job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='5', second='0'], next run at: 2022-04-03 01:05:00 IST)" (scheduled at 2022-04-02 01:05:00+05:30)
2022-04-01 19:35:00 INFO     Running job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='5', second='0'], next run at: 2022-04-03 01:05:00 IST)" (scheduled at 2022-04-02 01:05:00+05:30)
2022-04-01 19:35:00 INFO     mongo_s3_support_DMS_support_ticket_conversations: Connected to database and collection.
2022-04-01 19:35:00 INFO     mongo_s3_support_DMS_support_tickets: Connected to database and collection.
2022-04-01 19:35:00 INFO     mongo_s3_support_DMS_support_ticket_conversations: Glad to see this database again!
2022-04-01 19:35:00 WARNING  mongo_s3_support_DMS_support_ticket_conversations: Partition_col not specified. Making partition using _id.
2022-04-01 19:35:00 INFO     mongo_s3_support_DMS_support_ticket_conversations: Collection pre-processed.
2022-04-01 19:35:00 INFO     mongo_s3_support_DMS_support_ticket_conversations: Starting to migrate newly inserted records.
2022-04-01 19:35:00 INFO     mongo_s3_support_DMS_support_tickets: Glad to see this database again!
2022-04-01 19:35:00 WARNING  mongo_s3_support_DMS_support_tickets: Partition_col not specified. Making partition using _id.
2022-04-01 19:35:00 INFO     mongo_s3_support_DMS_support_tickets: Collection pre-processed.
2022-04-01 19:35:00 INFO     mongo_s3_support_DMS_support_tickets: Starting to migrate newly inserted records.
2022-04-01 19:35:00 INFO     mongo_s3_support_DMS_support_tickets: Inserting some records created after 2022-03-31 04:57:51+00:00.
2022-04-01 19:35:00 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserting some records created after 2022-03-31 19:34:28+00:00.
2022-04-01 19:35:04 INFO     mongo_s3_support_DMS_support_ticket_conversations: Attempting to insert 1860128 bytes.
2022-04-01 19:35:04 INFO     Found credentials in environment variables.
2022-04-01 19:35:07 INFO     mongo_s3_support_DMS_support_tickets: Attempting to insert 3692768 bytes.
2022-04-01 19:35:07 INFO     Found credentials in environment variables.
2022-04-01 19:35:07 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserted 10000 records.
2022-04-01 19:35:08 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserting some records created after 2022-04-01 10:28:35+00:00.
2022-04-01 19:35:10 INFO     mongo_s3_support_DMS_support_tickets: Inserted 6280 records.
2022-04-01 19:35:10 INFO     mongo_s3_support_DMS_support_tickets: Inserting some records created after 2022-04-01 19:32:50+00:00.
2022-04-01 19:35:10 INFO     mongo_s3_support_DMS_support_tickets: Insertions complete.
2022-04-01 19:35:10 INFO     mongo_s3_support_DMS_support_tickets: Insertions completed, starting to update records
2022-04-01 19:35:10 INFO     mongo_s3_support_DMS_support_tickets: Starting to migrate updations in records.
2022-04-01 19:35:11 INFO     mongo_s3_support_DMS_support_tickets: Updating all records updated between 2022-03-31 04:58:24.764000+00:00 and 2022-04-01 19:35:00.107171+00:00
2022-04-01 19:35:11 INFO     mongo_s3_support_DMS_support_ticket_conversations: Attempting to insert 1860128 bytes.
2022-04-01 19:35:11 INFO     Found credentials in environment variables.
2022-04-01 19:35:12 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserted 10000 records.
2022-04-01 19:35:12 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserting some records created after 2022-04-01 18:00:21+00:00.
2022-04-01 19:35:12 INFO     mongo_s3_support_DMS_support_ticket_conversations: Attempting to insert 336230 bytes.
2022-04-01 19:35:12 INFO     Found credentials in environment variables.
2022-04-01 19:35:13 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserted 1807 records.
2022-04-01 19:35:14 INFO     mongo_s3_support_DMS_support_ticket_conversations: Inserting some records created after 2022-04-01 19:34:46+00:00.
2022-04-01 19:35:14 INFO     mongo_s3_support_DMS_support_ticket_conversations: Insertions complete.
2022-04-01 19:35:14 INFO     mongo_s3_support_DMS_support_ticket_conversations: Insertions completed, starting to update records
2022-04-01 19:35:14 INFO     mongo_s3_support_DMS_support_ticket_conversations: Starting to migrate updations in records.
2022-04-01 19:35:14 INFO     mongo_s3_support_DMS_support_ticket_conversations: Updating all records updated between 2022-03-31 19:35:00.084000+00:00 and 2022-04-01 19:35:00.099770+00:00
2022-04-01 19:35:18 INFO     mongo_s3_support_DMS_support_tickets: Found 6651 updations upto now.
2022-04-01 19:35:18 INFO     mongo_s3_support_DMS_support_tickets: Updating all records updated between 2022-03-31 04:58:24.764000+00:00 and 2022-04-01 19:35:00.107171+00:00
2022-04-01 19:35:19 INFO     mongo_s3_support_DMS_support_ticket_conversations: Updation completed.
2022-04-01 19:35:19 INFO     mongo_s3_support_DMS_support_ticket_conversations: Syncing operation complete (Both - Insertion and Updation).
2022-04-01 19:35:19 INFO     mongo_s3_support_DMS_support_ticket_conversations: Post processing completed.
2022-04-01 19:35:19 INFO     mongo_s3_support_DMS_support_ticket_conversations: Hope to see you again :')
2022-04-01 19:35:19 INFO     mongo_s3_support_DMS_support_tickets: Attempting to update 6651 records or 3964124 bytes.
parquet_format__id_year  parquet_format__id_month  parquet_format__id_day
2021                     12                        9                            1
                                                   11                           2
                                                   15                           1
                                                   21                           2
                                                   24                           2
                                                   26                           1
2022                     1                         7                            4
                                                   8                            2
                                                   9                            6
                                                   10                           1
                                                   12                           2
                                                   13                           6
                                                   14                           1
                                                   18                           1
                                                   19                           1
                                                   20                           2
                                                   21                           2
                                                   22                           1
                                                   23                           5
                                                   24                           1
                                                   27                           3
                         2                         24                           1
                                                   27                           1
                         3                         4                            1
                                                   9                            1
                                                   10                           1
                                                   13                           1
                                                   15                           2
                                                   16                           1
                                                   19                           3
                                                   20                           2
                                                   21                           4
                                                   22                           5
                                                   23                          31
                                                   24                          52
                                                   25                          76
                                                   26                         171
                                                   27                         362
                                                   28                         807
                                                   29                        1761
                                                   30                        2899
                                                   31                         422
dtype: int64
2022-04-01 19:35:19 INFO     Found credentials in environment variables.
2022-04-01 19:35:19 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:19 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2021/parquet_format__id_month=12/parquet_format__id_day=9/bb46d4a95a4d4cb2870c6855fb2f3974.snappy.parquet
2022-04-01 19:35:19 INFO     Found credentials in environment variables.
2022-04-01 19:35:20 INFO     Notification sent successfully.
2022-04-01 19:35:20 INFO     Job "migration_service_of_job (trigger: cron[year='*', month='*', day='*', week='*', day_of_week='*', hour='1', minute='5', second='0'], next run at: 2022-04-03 01:05:00 IST)" executed successfully
2022-04-01 19:35:20 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 2 records out of 6651
2022-04-01 19:35:20 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2021/parquet_format__id_month=12/parquet_format__id_day=11/0517bfe38cb74a1d9e50f81ce49e62b3.snappy.parquet
2022-04-01 19:35:21 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:21 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2021/parquet_format__id_month=12/parquet_format__id_day=15/0517bfe38cb74a1d9e50f81ce49e62b3.snappy.parquet
2022-04-01 19:35:21 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 2 records out of 6651
2022-04-01 19:35:21 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2021/parquet_format__id_month=12/parquet_format__id_day=21/b46384e6b6fa4a9ea6bc16bb372b6f12.snappy.parquet
2022-04-01 19:35:22 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 2 records out of 6651
2022-04-01 19:35:22 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2021/parquet_format__id_month=12/parquet_format__id_day=24/7c7aa68c85c74fa5bb9c6069e28172a1.snappy.parquet
2022-04-01 19:35:22 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:22 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2021/parquet_format__id_month=12/parquet_format__id_day=26/7c7aa68c85c74fa5bb9c6069e28172a1.snappy.parquet
2022-04-01 19:35:23 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 4 records out of 6651
2022-04-01 19:35:23 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=7/05e7c0e8a7484b7797038eeaabad1a8f.snappy.parquet
2022-04-01 19:35:23 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=7/f49ecce1d3834087ab40d0a22ac46c1d.snappy.parquet
2022-04-01 19:35:24 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 2 records out of 6651
2022-04-01 19:35:24 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=8/f49ecce1d3834087ab40d0a22ac46c1d.snappy.parquet
2022-04-01 19:35:24 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 6 records out of 6651
2022-04-01 19:35:24 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=9/f49ecce1d3834087ab40d0a22ac46c1d.snappy.parquet
2022-04-01 19:35:25 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 1 records out of 6651
2022-04-01 19:35:25 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=10/e9caae7cd6a249899373f357dde049b7.snappy.parquet
2022-04-01 19:35:26 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 2 records out of 6651
2022-04-01 19:35:26 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=12/e9caae7cd6a249899373f357dde049b7.snappy.parquet
2022-04-01 19:35:26 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 6 records out of 6651
2022-04-01 19:35:26 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=13/e9caae7cd6a249899373f357dde049b7.snappy.parquet
2022-04-01 19:35:27 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 1 records out of 6651
2022-04-01 19:35:27 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=14/9e04ee6d14b54726a8c74d4681cb4702.snappy.parquet
2022-04-01 19:35:27 INFO     mongo_s3_support_DMS_support_tickets: Found 2 files while updating: 1 records out of 6651
2022-04-01 19:35:27 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=18/9e04ee6d14b54726a8c74d4681cb4702.snappy.parquet
2022-04-01 19:35:27 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=18/f7a3447b6df44d328e7a206af8090f0e.snappy.parquet
2022-04-01 19:35:28 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 1 records out of 6651
2022-04-01 19:35:28 INFO     mongo_s3_support_DMS_support_tickets: s3://database-migration-service-prod/mongo/support-service/support_tickets/parquet_format__id_year=2022/parquet_format__id_month=1/parquet_format__id_day=19/f7a3447b6df44d328e7a206af8090f0e.snappy.parquet
2022-04-01 19:35:29 INFO     mongo_s3_support_DMS_support_tickets: Found 1 files while updating: 2 records out of 6651
